,PermitNum,PermitClass,AppliedDate,CompletedDate,Description
3721,6177603-CN,Single Family/Duplex,2008-04-16,2015-07-06,Establish use for and construct one single family residence per plan. (Construct (9) single family dwellings and (2) duplex structures. Review and processing for 11 A/Ps under #6073255)
3722,6177602-CN,Single Family/Duplex,2008-04-16,2015-07-06,Establish use for and construct one single family residence per plan. (Construct (9) single family dwellings and (2) duplex structures. Review and processing for 11 A/Ps under #6073255)
3723,6177607-CN,Single Family/Duplex,2008-04-16,2014-12-08,Establish use for and construct west duplex structure per plan. (Construct (9) single family dwellings and (2) duplex structures. Review and processing for 11 A/Ps under #6073255)
3724,6177604-CN,Single Family/Duplex,2008-04-16,2014-12-08,Establish use for and construct one single family residence per plan. (Construct (9) single family dwellings and (2) duplex structures. Review and processing for 11 A/Ps under #6073255)
3725,6177610-CN,Single Family/Duplex,2008-04-16,2015-07-06,Establish use for and construct one single family residence per plan. (Construct (9) single family dwellings and (2) duplex structures. Review and processing for 11 A/Ps under #6073255)
3726,6172654-CN,Single Family/Duplex,2008-04-16,2011-06-27,"Establish use as and construct new single family residence, per plan. APPLICATION EXTENSION APPROVED AS PER HUD. APPLICATION TO BE EXPIRE 12/30/2008. HUD 10/17/2008"
3727,6177737-CN,Single Family/Duplex,2008-04-16,2010-05-20,Construct single family residence this permit. (Establish use as and construct (1) single family dwelling and (1) duplex with 3 parking spaces per plan. Review and processing for 2 A/Ps under #6170588). Establish as a Standard Plan for both buildings.
3728,6172787-CN,Single Family/Duplex,2008-04-15,2009-03-27,Establish use and Construct new single family dwelling per plan.
3729,6066935-CN,Single Family/Duplex,2008-04-14,2013-01-22,Establish use and construct single family residence with attached garage per plan
3730,6177259-CN,Single Family/Duplex,2008-04-11,2009-10-21,"Construct single family residence (Establish use as and construct two unit townhouse and single family residence with attached garages, per plan/review and process 2AP's under 6172403)"
3731,6163048-CN,Single Family/Duplex,2008-04-11,2009-07-31,"Establish use and construct one single family residence with attached garage, per plan"
3732,6159833-CN,Single Family/Duplex,2008-04-10,2009-02-20,"Establish use as single family residence and construct single family residence with attached garage, per plans."
3733,6133256-CN,Single Family/Duplex,2008-04-10,2010-02-01,"Establish use and construct new single family residence with attached garage, per plan"
3734,6172621-CN,Single Family/Duplex,2008-04-10,2009-05-27,"Establish use as single family residence and construct new single family residence with attached garage, per plan"
3735,6164046-CN,Single Family/Duplex,2008-04-07,2009-10-16,"Establish use and construct single family dwelling with attached garage, per plan."
3736,6170764-CN,Single Family/Duplex,2008-04-04,2009-10-16,Establish use as new single family residence and Construct one new single family dwelling with attached garage per plans.
3737,6172587-CN,Single Family/Duplex,2008-04-03,2009-12-10,"Eatablish use and construct single family residence with attached garage, per plans."
3738,6170993-CN,Single Family/Duplex,2008-04-03,2009-10-06,Establish and construct new single family residence per plan.
3739,6171040-CN,Single Family/Duplex,2008-04-02,2009-06-03,"Establish use as single family residence and construct single family residence with detached garage to share with adjacent property, per plan."
3740,6170984-CN,Single Family/Duplex,2008-04-01,2009-02-19,"Establish use and construct single family residence with attached garage, per plan."
3741,6111519-CN,Single Family/Duplex,2008-03-31,2012-07-02,"Establish use and construct single family residence with attached garage, detached pavillion all per plan."
3742,6166295-CN,Single Family/Duplex,2008-03-21,2012-01-18,Construct north single family structure and occupy per plan this permit.(Establish use and construct one duplex and one SF w/attached parking. Review and process two AP's under 6166295).
3743,6158129-CN,Single Family/Duplex,2008-03-20,2010-02-11,"Establish use as a single family residence and construct a single family residence with attached garage, per plan."
3744,6160817-CN,Single Family/Duplex,2008-03-20,2010-03-17,"Establish use and construct one new single family dwelling with attached garage, per plans."
3745,6172052-CN,Single Family/Duplex,2008-03-17,2009-04-28,Establish use as and construct new single family residence per plan.
3746,6173806-CN,Single Family/Duplex,2008-03-14,2010-02-11,Construct east SFR (Establish Use & Construct new 2-unit townhouse and single family residence with attached garages per plan / Review & Process for 2 a/ps under #6168537)
3747,6168537-CN,Single Family/Duplex,2008-03-14,2010-02-09,Construct west duplex (Establish Use & Construct new 2-unit townhouse and single family residence with attached garages per plan / Review & Process for 2 a/ps under #6168537)
3748,6145976-CN,Single Family/Duplex,2008-03-13,2009-04-02,"Establish use and construct one new single family residence, per plans."
3749,6171731-CN,Single Family/Duplex,2008-03-13,2009-10-22,Establish and construct Single Family Dwelling with Detached Garage per plan.
3750,6153718-CN,Single Family/Duplex,2008-03-11,2012-04-27,LTR SENT 7/1/2010 Establish use as and construct new single family residence with attached garage per plan.
3751,6139817-CN,Single Family/Duplex,2008-03-11,2010-12-17,Establish and construct single family dwelling w/attached garage and Shoring per plans.
3752,6153816-CN,Single Family/Duplex,2008-03-11,2012-04-27,LTR SENT 7/1/2010 Establish and construct single family dwelling w/attached garage and Shoring per plan.
3753,6171869-CN,Single Family/Duplex,2008-03-11,2009-08-04,Establish use as and construct new single family residence with attached garage per plan
3754,6172400-CN,Single Family/Duplex,2008-03-10,2009-09-30,Establish use for future construction of two single family residences per plan
